,Unnamed: 0,4-block polymer,Electronic Dielectric Constant,Ionic Dielectric Constant,Total Dielectric Constant,HSE Band Gap (eV),SMILES,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumValenceElectrons,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
0,0,CH2-CO-NH-CS,3.332,1.017,4.349,3.06,CC(=O)NC(=S),103.00918478,2.0,2.5,2.5,98.106,0.3233507253568192,0.2209211282650372,0.2209211282650372,-0.3233507253568192,103.14599999999999,34.0,0.7302607619194351,0.9947209021341886,0.013456614224169113,0.10446067367671516,0.8111090152386901,54.961207601248475,359.27563154452724,403.89792772949085,2.015530859303022,2.845527632949056e-13
1,1,CH2-CS-C6H4-O,3.572,0.467,4.039,2.531,CC(=S)C1=CC=CC=C1O,152.029585876,1.4,2.0,2.4,144.15399999999997,0.5072927026455694,0.12340434760685343,0.12340434760685343,-0.5072927026455694,152.21799999999996,52.0,0.2802904043715729,0.9330604192276429,0.003737450187074776,0.36098770882898223,0.8418180958382351,213.36349285054976,530.3894230674567,619.692541871992,2.1554557583706866,0.019214813151990202
2,2,C6H4-C6H4-C4H2S-CS,5.391,0.37,5.761,1.799,C1=CC=CC=C1C1=CC=CC=C1C1=CSC=C1C(=S),280.038042384,0.7368421052631579,1.4210526315789473,2.1578947368421053,268.32099999999997,0.15110226336408716,0.010067788988413236,0.010067788988413236,-0.15110226336408716,280.417,92.0,0.16523230754053894,0.8779335775343444,0.0006125766900671613,0.528163092947429,0.7583052727366035,1265.7562140357866,1480.1695391323701,1846.5777603363597,3.015385024392805,0.26844896850906436
3,3,CO-O-C4H2S-CS,3.784,0.879,4.663,2.25,C(=O)OC1=CSC=C1C(=S),171.965271368,1.6,2.4,3.0,168.19799999999998,0.42719030396014135,0.29804578712602264,0.29804578712602264,-0.42719030396014135,172.23000000000002,52.0,0.1941407251880136,0.8697044157012713,0.0014176729451584136,0.5059090483984681,0.6578225639314611,425.2261209743931,516.6971696278944,849.3979282960366,2.202709181522379,0.18898231093234727
4,4,C6H4-CS-C4H2S-O,3.616,0.517,4.133,2.522,C1=CC=CC=C1C(=S)C1=CSC=C1O,220.001656876,1.1428571428571428,1.8571428571428572,2.4285714285714284,212.25399999999996,0.5064001794958657,0.1344513774578529,0.1344513774578529,-0.5064001794958657,220.318,70.0,0.25062611469915225,0.9350385276871312,0.0017230037108122178,0.3185382265048043,0.8537112818868128,519.3018287874658,1241.1507299307145,1436.5038285388218,2.7422205657839376,0.34494058507375697
5,5,CO-C6H4-O-CS,3.988,0.738,4.726,2.308,C(=O)C1=CC=CC=C1OC(=S),166.008850432,1.3636363636363635,2.090909090909091,2.727272727272727,160.153,0.4528456071159728,0.15401083680765085,0.15401083680765085,-0.4528456071159728,166.201,56.0,0.3919682155498166,0.9595335917421145,0.003605025863713273,0.2726258499808241,0.7387067982421753,288.8934259789616,789.8422060584935,953.0329643655091,2.5136704612454963,0.010675833854075722
6,6,C6H4-O-CS-C4H2S,4.258,0.532,4.791,2.238,C1=CC=CC=C1OC(=S)C1=CSC=C1,220.001656876,1.1428571428571428,1.9285714285714286,2.5714285714285716,212.25399999999996,0.44521341283139815,0.19834290862669607,0.19834290862669607,-0.44521341283139815,220.318,70.0,0.5961536548439077,0.9892985571993624,0.0014453505869800962,0.3368632453592231,0.7023505331963,282.1120720732865,1771.7657176913285,1843.5259434195252,2.708171174815152,0.2680802339389685
7,7,C6H4-C4H2S-C6H4-C4H2S,3.928,0.11,4.037,2.328,C1=CC=CC=C1C1=CSC=C1C1=CC=CC=C1C1=CSC=C1,318.053692448,0.45454545454545453,1.1818181818181819,1.9545454545454546,304.354,0.15178244182950631,0.0008080469177783524,0.0008080469177783524,-0.15178244182950631,318.466,106.0,0.14967173824217625,0.8573834176849018,0.0006183424201206966,0.4713300799237349,0.821396376803967,1362.2926192755508,2202.8928371172137,3339.3583790880793,3.0043489283410163,0.461088853758661
8,8,NH-C4H2S-CO-C4H2S,5.804,1.674,7.478,1.858,NC1=CSC=C1C(=O)C1=CSC=C1,208.996905844,1.2307692307692308,2.076923076923077,2.6153846153846154,202.23899999999998,0.3974537870759007,0.1962718163268811,0.1962718163268811,-0.3974537870759007,209.29500000000002,66.0,0.4593207242689296,0.9731639446631555,0.002221798130745569,0.21085492550109072,0.8030720327272187,350.0251809522433,1204.186645402156,1546.7070512254297,2.772406442064174,0.023286282227292784
9,9,CH2-NH-C4H2S-CS,4.637,1.065,5.703,1.828,CNC1=CSC=C1C(=S),157.001991224,1.6666666666666667,2.4444444444444446,2.888888888888889,150.207,0.38693984003163046,0.05278845052047512,0.05278845052047512,-0.38693984003163046,157.26299999999998,48.0,0.2753668378727427,0.9261477315902796,0.0027143786186378128,0.38017771051746024,0.6519365930125813,259.66975244227734,492.0047381548117,756.9668404178209,2.2287529148762832,0.06695653833950777
10,10,NH-C6H4-CO-C6H4,3.374,0.412,3.786,3.743,NC1=CC=CC=C1C(=O)C1=CC=CC=C1,197.084063972,0.8666666666666667,1.4666666666666666,2.1333333333333333,186.14899999999994,0.3981289924966804,0.1945910945645229,0.1945910945645229,-0.3981289924966804,197.23700000000002,74.0,0.46792128766572993,0.9745049779281303,0.0023916250500134626,0.23786805613166842,0.7828298289045067,316.1259762817801,1102.327400250758,1405.410588179986,2.805583936415755,0.02061466590946406
11,11,NH-CO-CS-C4H2S,5.404,2.361,7.764,1.43,NC(=O)C(=S)C1=CSC=C1,170.98125578,1.7,2.4,2.8,166.206,0.36485466775719694,0.259772915168458,0.259772915168458,-0.36485466775719694,171.24599999999998,52.0,0.41622989790175224,0.959383402159724,0.0034056425064905855,0.2692560415359849,0.8430369567873355,242.76372349666147,734.7542747817316,873.9993370902112,2.351267393076151,0.11022294658406201
12,12,CO-C6H4-O-C4H2S,3.573,0.78,4.354,3.28,C(=O)C1=CC=CC=C1OC1=CSC=C1,204.024500496,1.2142857142857142,2.0714285714285716,2.7857142857142856,196.18599999999998,0.45574783433050586,0.15330014281220597,0.15330014281220597,-0.45574783433050586,204.25,70.0,0.43772402123748566,0.9558195375461713,0.0030424099064504623,0.25170684838718893,0.8305530463863194,379.96755370771604,1160.3187851243545,1566.3061174033078,2.914178011410554,1.382403152830767e-11
13,13,C6H4-CS-C4H2S-CS,5.469,0.591,6.06,1.384,C1=CC=CC=C1C(=S)C1=CSC=C1C(=S),247.978813256,1.1333333333333333,1.8666666666666667,2.533333333333333,240.33299999999997,0.15107117370568082,0.053603098590108623,0.053603098590108623,-0.15107117370568082,248.39700000000002,74.0,0.28211350518746287,0.8906926668496075,0.001185050630763194,0.33412713510141967,0.8199506309180851,764.6217748267725,1486.3213128335929,2089.0559946988737,2.8698373605403793,0.2988574792434824
14,14,CH2-C4H2S-NH-C4H2S,3.279,0.295,3.574,3.712,CC1=CSC=C1NC1=CSC=C1,195.017641288,1.1666666666666667,2.0833333333333335,2.6666666666666665,186.23999999999998,0.35395219681464146,0.0522306035715252,0.0522306035715252,-0.35395219681464146,195.312,62.0,0.6013226917506567,0.9873030010175847,0.003611594110557744,0.1776978366613334,0.8218259259142953,234.59081764230217,1230.125633836856,1456.6815777207232,2.772796411547258,6.755373169706786e-11
15,15,CH2-C4H2S-C6H4-C4H2S,3.528,0.11,3.638,2.599,CC1=CSC=C1C1=CC=CC=C1C1=CSC=C1,256.038042384,0.7647058823529411,1.588235294117647,2.235294117647059,244.29899999999995,0.15178244183532041,-0.0011739759588318495,0.0011739759588318495,-0.15178244183532041,256.395,84.0,0.154900105524088,0.8394401451235229,0.0005702105787594101,0.5628441817435735,0.6067387163115844,1029.8563092780694,1136.3887126059012,1762.8312630587345,2.8305247333846135,0.31456172130122934
16,16,CH2-NH-C6H4-CO,3.476,0.896,4.372,3.338,CNC1=CC=CC=C1C(=O),135.068413908,1.4,2.1,2.6,126.09399999999997,0.3875421937573369,0.15162702286219615,0.15162702286219615,-0.3875421937573369,135.16599999999997,52.0,0.279182212112936,0.9130510912733999,0.00223434752556377,0.44406949716536903,0.5959538223279263,264.6074615481578,326.59364054132686,586.9252017191453,2.0718044607268395,1.1707249285409984e-10
17,17,CO-C6H4-C4H2S-CS,4.422,0.629,5.051,2.222,C(=O)C1=CC=CC=C1C1=CSC=C1C(=S),232.001656876,1.0666666666666667,1.8666666666666667,2.6,224.26499999999996,0.2978723224017513,0.15017459335666936,0.15017459335666936,-0.2978723224017513,232.329,74.0,0.23247152014234929,0.8908523876130404,0.0010693135691871333,0.45647099819987996,0.7840544838153022,764.4338562514195,1277.968836381596,1459.9885961044722,2.7273755729030644,0.1278995431626237
18,18,C6H4-C6H4-CS-O,3.771,0.343,4.114,2.959,C1=CC=CC=C1C1=CC=CC=C1C(=S)O,214.04523594,0.8666666666666667,1.4666666666666666,2.1333333333333333,204.20899999999997,0.4985039890100634,0.18878121056730732,0.18878121056730732,-0.4985039890100634,214.289,74.0,0.19062347927146267,0.9005942930911954,0.0011129393071857747,0.4310443242591672,0.6671240469194817,573.4173054469462,909.990067189358,1313.9421815397704,2.57367059003821,0.16792568161371713
19,19,CH2-NH-C4H2S-C6H4,3.515,0.398,3.912,3.453,CNC1=CSC=C1C1=CC=CC=C1,189.061220352,1.0769230769230769,1.8461538461538463,2.5384615384615383,178.19499999999996,0.3869460478652382,0.05255188537176323,0.05255188537176323,-0.3869460478652382,189.28300000000002,66.0,0.3789204604777864,0.9593194282832003,0.0022332425322739696,0.2833274594946733,0.7621741072066679,342.43768837224565,921.3785734295329,1206.7537231630743,2.6198711396988714,0.08309181831321932
20,20,NH-C4H2S-C4H2S-CH2,3.712,0.545,4.257,2.893,NC1=CSC=C1C1=CSC=C1C,195.017641288,1.0,1.6666666666666667,2.1666666666666665,186.23999999999998,0.39755062833340943,0.05023733744135706,0.05023733744135706,-0.39755062833340943,195.31199999999998,62.0,0.4486352977524031,0.971755684428024,0.0030097796550139643,0.2568117205327361,0.8936752228586025,281.9290248940932,1001.7490005265286,1184.9600551028955,2.5582582319112355,0.29790165432157056
21,21,CH2-C4H2S-C6H4-CS,3.728,0.323,4.051,2.142,CC1=CSC=C1C1=CC=CC=C1C(=S),218.02239232,1.1428571428571428,1.9285714285714286,2.5714285714285716,208.26599999999996,0.15149433999122125,0.009230799187847862,0.009230799187847862,-0.15149433999122125,218.346,70.0,0.2445435421681691,0.9023214536044583,0.0013240755417608455,0.40417426441305176,0.7779390737861599,577.7741483220498,1005.3212060964177,1477.0805894278349,2.7359686093443014,0.21922120298945424
22,22,CH2-NH-CS-C6H4,3.25,0.433,3.683,3.225,CNC(=S)C1=CC=CC=C1,151.045570288,1.3,1.9,2.4,142.16199999999998,0.37887307579083135,0.10583049430630295,0.10583049430630295,-0.37887307579083135,151.23399999999998,52.0,0.270510721506409,0.9501539768336139,0.0031190272480892617,0.32497422793468056,0.699960207175934,228.39514110054716,543.953614927235,704.841156877379,2.2072205609461912,0.21937081612016138
23,23,CH2-C6H4-C4H2S-C6H4,3.511,0.087,3.598,3.024,CC1=CC=CC=C1C1=CSC=C1C1=CC=CC=C1,250.081621448,0.6666666666666666,1.3333333333333333,2.111111111111111,236.25399999999993,0.1511104145491636,0.0004501655396727709,0.0004501655396727709,-0.1511104145491636,250.366,88.0,0.14810421816046176,0.8294999031857428,0.000576364278409948,0.5659119357558555,0.6027549239815932,1030.8873058383078,1087.5266162795658,1738.4987044517486,2.8817997689380266,0.24162147086781186
24,24,NH-CO-C4H2S-C6H4,4.401,0.714,5.115,2.418,NC(=O)C1=CSC=C1C1=CC=CC=C1,203.040484908,1.1428571428571428,1.8571428571428572,2.5,194.19399999999996,0.3655547129029298,0.24967520129413243,0.24967520129413243,-0.3655547129029298,203.26600000000002,70.0,0.31221055737854936,0.9399443124659596,0.001650272399233029,0.33665452451630884,0.715812956974649,448.7394709454164,946.2231131493736,1318.2134723319568,2.6483836291536416,0.11363331978568328
25,25,NH-CO-CS-CO,3.983,1.361,5.344,1.615,NC(=O)C(=S)C(=O),116.988449336,1.7142857142857142,2.142857142857143,2.142857142857143,114.10499999999999,0.3647700114345633,0.2624973171209492,0.2624973171209492,-0.3647700114345633,117.12899999999998,38.0,0.3116811518183124,0.9249912548358665,0.003361313709203888,0.42816178367246144,0.5757362989002404,166.08393716339867,212.908481853763,399.14867092847476,1.8795990050888507,2.4764414683324223e-10
26,26,CO-C6H4-C6H4-C6H4,3.744,0.304,4.048,2.91,C(=O)C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1,258.104465068,0.55,1.1,1.8,244.20799999999994,0.2978723264676046,0.15017410237850307,0.15017410237850307,-0.2978723264676046,258.32,96.0,0.12159467881857841,0.8352254631703112,0.0006417648386793928,0.5733627293727362,0.661337666466251,1039.6990539736787,1273.172186371606,1663.5513528265953,2.9069828809396965,0.28502228530553086
27,27,CH2-CH2-C4H2S-O,2.983,0.359,3.342,4.261,CCC1=CSC=C1O,128.029585876,1.625,2.375,2.625,120.13199999999998,0.5067982008522584,0.12892414795622054,0.12892414795622054,-0.5067982008522584,128.19599999999997,44.0,0.3028992408102542,0.938906923705897,0.0050885983249210585,0.34581092805921365,0.7164629620037534,145.33420373857754,300.65691750160346,421.0953692448489,1.9012637130738674,0.12544870347180953
28,28,NH-CS-CO-CS,6.435,1.456,7.891,1.785,NC(=S)C(=O)C(=S),132.965605716,1.7142857142857142,2.142857142857143,2.142857142857143,130.173,0.38670146338674344,0.2227404809317697,0.2227404809317697,-0.38670146338674344,133.19699999999997,38.0,0.27756430460818277,0.9642501773227151,0.005877918071373206,0.39841650367794357,0.839123369295808,183.11495689428222,518.9829177952419,511.5352494170264,2.1698610633171853,6.237385027570521e-10
29,29,CH2-C6H4-CS-O,3.176,0.348,3.523,3.17,CC1=CC=CC=C1C(=S)O,152.029585876,1.4,2.0,2.4,144.15399999999997,0.4985123461366517,0.188415940619607,0.188415940619607,-0.4985123461366517,152.218,52.0,0.32302876514567275,0.9374307935935533,0.003368715133892374,0.34376467021282275,0.797665241097823,208.74733432798251,545.5485828984581,612.8570308346565,2.17609786098228,0.2182456826476983
30,30,CH2-CO-C4H2S-CS,3.784,0.55,4.335,2.495,CC(=O)C1=CSC=C1C(=S),169.986006812,1.7,2.4,2.8,164.20999999999998,0.29445577929611266,0.16076952105223166,0.16076952105223166,-0.29445577929611266,170.258,52.0,0.24098442738646347,0.9145423498985997,0.00176515501167113,0.4562750024582899,0.6131430299159681,382.0731004539184,493.1536375792576,876.6501632295574,2.2805814212127933,0.07248602166691191
31,31,C4H2S-C4H2S-C4H2S-O,4.721,0.41,5.131,2.061,C1=CSC=C1C1=CSC=C1C1=CSC=C1O,263.973727876,0.75,1.5,2.1875,256.332,0.5064313675459707,0.13362909158400174,0.13362909158400174,-0.5064313675459707,264.39599999999996,80.0,0.15353457397722983,0.8249659443349405,0.0005315760718523551,0.5508885572212938,0.6010695240688798,1104.848736444563,1247.439222124211,1995.1350616845848,2.88842692994297,0.26128067713863373
32,32,CO-C4H2S-C6H4-CS,4.663,0.63,5.292,1.98,C(=O)C1=CSC=C1C1=CC=CC=C1C(=S),232.001656876,1.0666666666666667,1.8666666666666667,2.6,224.26499999999996,0.2978402823420793,0.15101345177272663,0.15101345177272663,-0.2978402823420793,232.329,74.0,0.22707316680756529,0.8708819676541353,0.001080739784776954,0.4395141932235846,0.6604908159084264,726.0466455003942,1310.551027024557,1512.4282138409458,2.7984444818154586,0.5068638230625925
33,33,CH2-C6H4-NH-O,3.112,0.414,3.526,4.515,CC1=CC=CC=C1NO,123.068413908,1.3333333333333333,2.0,2.4444444444444446,114.08299999999998,0.291087666657821,0.06307243715863119,0.06307243715863119,-0.291087666657821,123.15499999999999,48.0,0.30329797018321997,0.9456614432266793,0.004687213920782062,0.3390079743570808,0.710367723506491,142.78074381786695,310.62048171926654,435.5865301745136,1.9375194980695514,0.061093583451248386
34,34,NH-CS-NH-CS,4.444,0.842,5.286,2.246,NC(=S)NC(=S),119.981590128,1.8333333333333333,2.3333333333333335,2.3333333333333335,116.16999999999999,0.37604293604738276,0.16780310295750325,0.16780310295750325,-0.37604293604738276,120.202,34.0,0.6612154486436334,0.9652892773042232,0.014278307932461274,0.27906099572617793,0.8502211575926579,60.44799327785748,413.1310785576968,444.59648907877573,1.9242720274046863,0.06331259811238775
35,35,CH2-NH-CS-NH,3.26,1.408,4.668,4.123,CNC(=S)N,90.02516919199999,2.0,2.2,2.2,84.10300000000001,0.37634311010527816,0.16288216978733752,0.16288216978733752,-0.37634311010527816,90.15100000000001,30.0,0.47670336099005794,0.9075012141018236,0.006968836785910612,0.41699797194467164,0.5990127495489506,78.91551185255796,113.81151677129887,209.06671263245258,1.5197650206643567,1.5307811173963846e-10
36,36,NH-C4H2S-C4H2S-CO,5.147,1.23,6.377,1.887,NC1=CSC=C1C1=CSC=C1C(=O),208.996905844,1.0769230769230769,1.7692307692307692,2.3846153846153846,202.23899999999998,0.39755045799069666,0.15101489987518382,0.15101489987518382,-0.39755045799069666,209.295,66.0,0.30964081159426593,0.9437044473321371,0.0019516560273633262,0.33194013886917445,0.8216110000422046,448.4984559970461,1062.3602479773506,1389.0065658589742,2.6472242559450914,0.20521706562530145
37,37,CH2-C4H2S-CS-O,3.681,0.593,4.273,2.633,CC1=CSC=C1C(=S)O,157.986006812,1.6666666666666667,2.3333333333333335,2.5555555555555554,152.19899999999998,0.49849210010354544,0.1892700261456624,0.1892700261456624,-0.49849210010354544,158.24699999999999,48.0,0.35292132399310283,0.9539362245898618,0.003675342738804244,0.3131188265056035,0.8931393824845522,202.60357521860337,589.3845948050015,653.6926478502899,2.1880898835968177,0.17782650627879107
38,38,NH-CO-C4H2S-O,3.504,0.886,4.389,3.402,NC(=O)C1=CSC=C1O,143.0040994,1.6666666666666667,2.3333333333333335,2.5555555555555554,138.12699999999998,0.5062417156005519,0.2528103613704032,0.2528103613704032,-0.5062417156005519,143.167,48.0,0.3479356509501383,0.9481542267308314,0.0036612843807267694,0.313563527981351,0.6822633887939338,184.91541584201687,398.18318729350653,581.6352311212929,2.0568716119135915,1.0553160441737611e-10
39,39,CH2-C4H2S-C6H4-O,3.449,0.315,3.764,3.072,CC1=CSC=C1C1=CC=CC=C1O,190.04523594,1.0769230769230769,1.8461538461538463,2.4615384615384617,180.18699999999995,0.5073108300687418,0.1229382244302203,0.1229382244302203,-0.5073108300687418,190.267,66.0,0.39628714802362347,0.9634773722237834,0.002866157532542506,0.2629636152179232,0.8171239737749857,285.8205809387455,936.1336610990959,1109.1588087384246,2.539581036729884,0.12986772322268533
40,40,C6H4-C6H4-C6H4-C4H2S,4.574,0.099,4.673,2.166,C1=CC=CC=C1C1=CC=CC=C1C1=CC=CC=C1C1=CSC=C1,312.097271512,0.43478260869565216,0.9565217391304348,1.5217391304347827,296.30899999999997,0.15178244184398504,-0.0014511829115837808,0.0014511829115837808,-0.15178244184398504,312.437,110.0,0.08894407599486011,0.4557180306149134,0.000693287382646827,0.4660671111475246,0.7814421176969166,1376.551004252652,1806.1094919370664,2384.024090087311,2.9972754643695843,0.5167198939923042
41,41,NH-C6H4-CO-O,3.265,1.084,4.348,3.894,NC1=CC=CC=C1C(=O)O,137.047678464,1.4,2.0,2.4,130.08199999999997,0.47758357149944064,0.3372896338780637,0.3372896338780637,-0.47758357149944064,137.138,52.0,0.35053427336356974,0.9451507032089635,0.003602241116844307,0.33015023308363584,0.6805208328452695,181.717958352692,382.468851306206,563.5525118883783,2.082672491461958,4.496005551560727e-12
42,42,NH-C4H2S-CO-O,3.577,1.275,4.851,2.482,NC1=CSC=C1C(=O)O,143.0040994,1.6666666666666667,2.3333333333333335,2.5555555555555554,138.12699999999998,0.4775622179606632,0.3381488989247434,0.3381488989247434,-0.4775622179606632,143.167,48.0,0.36089428776272786,0.9521397165960453,0.0037769583731687606,0.3079459356658772,0.6955038503249872,182.0403266518538,411.0619012818555,590.7104859637276,2.06203399794317,1.298813628502349e-09
43,43,NH-CS-NH-C6H4,4.05,1.384,5.434,2.913,NC(=S)NC1=CC=CC=C1,152.040819256,1.3,1.9,2.4,144.158,0.3760476532583297,0.16762890326265098,0.16762890326265098,-0.3760476532583297,152.22199999999998,52.0,0.6642453943479165,0.9915415966165393,0.007656437886062387,0.20598042866518626,0.869322893252644,147.68443118807508,618.0719880949504,798.2799863894913,2.4741877133958914,1.2780703536786292e-09
44,44,CO-CS-O-CS,4.294,0.875,5.169,1.744,C(=O)C(=S)OC(=S),133.949621304,1.7142857142857142,2.2857142857142856,2.4285714285714284,132.165,0.43859465940819714,0.23045885163748034,0.23045885163748034,-0.43859465940819714,134.18099999999998,38.0,0.23490278976780657,0.9544597601053904,0.0067664785183035765,0.17964590695643326,0.7324409196008609,224.9330175018225,444.96963296457153,531.9612307329112,2.1790785430111748,0.1525730647575102
45,45,CH2-NH-CH2-CS,3.714,0.267,3.981,2.382,CNCC(=S),89.029920224,2.0,2.6,2.6,82.107,0.3154620209493836,0.023532112346011963,0.023532112346011963,-0.3154620209493836,89.163,30.0,0.3175035856368228,0.961413510858568,0.047960676885674604,0.2857787424541464,0.9517872714148736,27.993060658581673,147.1400350891494,210.06135112470363,1.7236277129576987,0.061522387230739876
46,46,CH2-CH2-NH-C6H4,2.96,0.357,3.317,3.829,CCNC1=CC=CC=C1,121.08914935199999,1.2222222222222223,1.8888888888888888,2.4444444444444446,110.09499999999997,0.3853248321134123,0.033954008066378334,0.033954008066378334,-0.3853248321134123,121.18299999999995,48.0,0.4941780412417178,0.9755956451570594,0.008322220387585759,0.13454146620580082,0.835358815285183,101.30236573986191,388.3487720879844,467.1120828342469,2.086315807027569,0.06927657104354869
47,47,C4H2S-C4H2S-C4H2S-CS,9.694,1.032,10.726,0.935,C1=CSC=C1C1=CSC=C1C1=CSC=C1C(=S),291.950884256,0.8235294117647058,1.588235294117647,2.3529411764705883,284.41099999999994,0.15178194675464923,0.010068277990762245,0.010068277990762245,-0.15178194675464923,292.47499999999997,84.0,0.100720337698418,0.8797158280674614,0.0006602564320487866,0.6346937250576451,0.7634825560203923,1122.5396019103118,1702.356348968539,2455.4998313655647,2.9841048807096926,0.4231419610853949
48,48,CH2-C6H4-C6H4-O,3.109,0.328,3.437,4.033,CC1=CC=CC=C1C1=CC=CC=C1O,184.088815004,0.7857142857142857,1.3571428571428572,2.0,172.14199999999997,0.5073113417757077,0.12290847476351234,0.12290847476351234,-0.5073113417757077,184.238,70.0,0.38764423988209706,0.96158484760853,0.0028150201291442327,0.2732302474136874,0.9406196611980322,292.32380969449514,870.8711273914566,975.45917258853,2.523875260355309,0.1342812530865768
49,49,CH2-CO-C6H4-CS,3.61,0.604,4.214,2.597,CC(=O)C1=CC=CC=C1C(=S),164.029585876,1.4545454545454546,2.090909090909091,2.5454545454545454,156.16499999999996,0.29448792126320633,0.15993114816784143,0.15993114816784143,-0.29448792126320633,164.22899999999998,56.0,0.23623833927544227,0.8998968631615768,0.0018850607818073606,0.4342738995536195,0.5977956833763474,366.6289278992913,459.7910696860769,784.6430630349531,2.3199799876732974,0.06785837030581617
50,50,CO-C6H4-C6H4-CS,4.414,0.527,4.941,2.242,C(=O)C1=CC=CC=C1C1=CC=CC=C1C(=S),226.04523594,0.8125,1.3125,1.875,216.21999999999997,0.29787232646387085,0.1501741033223728,0.1501741033223728,-0.29787232646387085,226.3,78.0,0.19846146236641274,0.9123614306958786,0.001173231464254138,0.4931071651508238,0.8103220001466458,684.48746277812,1126.9740728543516,1333.0509180364922,2.856820253102556,0.4467423638266698
51,51,CH2-CH2-CH2-CS,3.009,0.176,3.185,2.942,CCCC(=S),88.034671256,1.8,2.4,2.4,80.11099999999999,0.0934817813928396,-0.021058707624654473,0.021058707624654473,-0.0934817813928396,88.175,30.0,0.7660854581416322,0.9932537088954039,0.030394220746819026,0.10510608733660746,0.9453518141912431,40.63189019573926,127.2551526099611,205.4949933422349,1.748212685410051,0.08889683077659556
52,52,CH2-C6H4-CH2-O,2.933,0.389,3.322,5.035,CC1=CC=CC=C1CO,122.07316494,1.3333333333333333,2.0,2.4444444444444446,112.08699999999997,0.39167009480860787,0.06839255906445436,0.06839255906445436,-0.39167009480860787,122.16699999999999,48.0,0.2551203067763089,0.9493116520375626,0.004609555930478434,0.3924114117712057,0.7250026226124483,154.09045019637952,274.5691765828323,403.94728612962996,1.953883855555187,0.07259631398592724
53,53,CH2-O-CO-O,2.454,0.895,3.348,7.701,COC(=O)O,76.016043988,2.0,2.2,2.2,72.019,0.5049769557190423,0.5049769557190423,0.4497252634661434,-0.4497252634661434,76.051,30.0,0.41504013887591873,0.9602338122630455,0.01862437074170849,0.27401807609450873,0.7149421654879394,39.85500466137375,109.03559790771098,142.87813396406614,1.4247588573794268,5.585778661463328e-10
54,54,NH-C6H4-CS-C6H4,4.333,1.676,6.009,1.983,NC1=CC=CC=C1C(=S)C1=CC=CC=C1,213.061220352,0.8666666666666667,1.4666666666666666,2.1333333333333333,202.21699999999996,0.39820143538623864,0.05420116666804459,0.05420116666804459,-0.39820143538623864,213.305,74.0,0.28289494773191215,0.9253501761976239,0.0015971368500711156,0.35421273037701345,0.9225900183831821,437.44336709067113,1161.7993863260006,1324.6099663550801,2.7116847608824406,0.3112676161396836
55,55,CH2-CO-C6H4-O,3.08,0.579,3.659,3.961,CC(=O)C1=CC=CC=C1O,136.052429496,1.4,2.0,2.4,128.08599999999998,0.5071987718710325,0.16301367625193,0.16301367625193,-0.5071987718710325,136.14999999999998,52.0,0.3190128300934914,0.9418951627188226,0.003662230478931561,0.3313622057216949,0.6637759302992613,191.57252147288372,355.9744530733975,543.2130161593901,2.0630759582519187,3.88623123517966e-11
56,56,CH2-NH-C4H2S-NH,3.109,0.712,3.822,3.717,CNC1=CSC=C1N,128.040819256,1.625,2.375,2.625,120.136,0.3963788392981483,0.06796976930695982,0.06796976930695982,-0.3963788392981483,128.2,44.0,0.3031012542809722,0.9312437695153193,0.003919816171588255,0.3630138344562015,0.6389136676198461,162.11470447536612,285.3078689773063,445.83698877100073,1.9276981950692333,2.033488593074615e-11
57,57,CH2-C6H4-CO-O,2.929,0.603,3.532,4.206,CC1=CC=CC=C1C(=O)O,136.052429496,1.4,2.0,2.4,128.08599999999998,0.4776320420871974,0.3354504092285493,0.3354504092285493,-0.4776320420871974,136.15,52.0,0.3539630635375558,0.9487699735823415,0.00396961666439916,0.30755218733064194,0.6795246007521438,171.56268427966802,380.47173506499473,554.7166357381742,2.0856418811986184,9.998673374593351e-10
58,58,NH-C4H2S-NH-CS,4.469,0.916,5.385,2.257,NC1=CSC=C1NC(=S),157.997240192,1.6666666666666667,2.4444444444444446,2.888888888888889,152.203,0.39636857701448364,0.07280063934446483,0.07280063934446483,-0.39636857701448364,158.25099999999998,48.0,0.47058770024442076,0.9698087150668518,0.0035426445092124176,0.17732657297727575,0.7557583546270841,195.56055946995934,665.5743820040311,792.1664954879654,2.4036718426043167,0.0748562285410323
59,59,CO-C6H4-C4H2S-O,3.472,0.711,4.184,3.092,C(=O)C1=CC=CC=C1C1=CSC=C1O,204.024500496,1.1428571428571428,1.9285714285714286,2.5714285714285716,196.18599999999995,0.5064318695256314,0.1501765719280614,0.1501765719280614,-0.5064318695256314,204.25,70.0,0.28628159620585286,0.939989871041499,0.0016408923336998986,0.3445048513651796,0.910447172582841,453.10631315047834,1003.9231389133081,1181.7428903168327,2.5497672662320583,0.12015251738055369
